HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Santa Clara,Benfica,D,6.5,4.5,1.45,1.7,2.1,1,1,3,7,12,5,0.8,1.2,2.4,2.4
Pacos Ferreira,Rio Ave,H,2.3,2.87,3.5,2.4,1.53,2,0,8,6,2,6,2.0,1.0,1.0,1.0
Porto,Moreirense,H,1.2,6.0,13.0,1.57,2.35,3,0,12,7,1,6,2.4,2.0,1.6,0.4
Gil Vicente,Belenenses,D,2.15,3.1,3.75,2.5,1.5,0,0,5,5,1,3,1.4,0.8,1.2,1.0
Portimonense,Farense,H,2.15,3.25,3.4,2.2,1.65,2,0,3,5,3,8,1.0,0.6,1.6,0.2
Sp Braga,Maritimo,H,1.33,5.25,8.5,1.61,2.25,2,1,7,2,9,9,2.4,1.8,1.0,1.2
Nacional,Sp Lisbon,A,7.5,4.5,1.4,1.72,2.07,0,2,6,5,12,4,1.6,0.8,3.0,2.6
Benfica,Tondela,H,1.11,9.0,19.0,1.28,3.6,2,0,11,7,5,13,2.4,2.0,2.0,0.2
Rio Ave,Portimonense,H,2.1,3.0,4.0,2.5,1.5,3,0,3,6,4,8,1.0,0.8,1.4,0.6
Famalicao,Porto,A,8.0,5.25,1.33,1.75,2.05,1,4,7,7,13,7,1.2,0.4,3.0,2.0
Moreirense,Guimaraes,D,3.6,3.2,2.15,2.4,1.53,2,2,5,4,9,1,1.6,0.4,1.2,2.6
Boavista,Santa Clara,D,2.37,3.0,3.2,2.4,1.53,1,1,4,10,6,7,0.8,0.8,0.4,1.2
Farense,Gil Vicente,H,2.5,2.9,3.0,2.35,1.57,3,1,9,7,4,7,1.6,0.2,1.0,0.8
Belenenses,Pacos Ferreira,A,3.1,3.0,2.4,2.6,1.47,0,2,4,4,4,5,1.2,0.6,2.6,1.0
Sp Lisbon,Rio Ave,D,1.5,4.1,6.5,2.0,1.8,1,1,12,2,1,7,3.0,2.6,1.4,0.8
