HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Werder Bremen,Ein Frankfurt,H,4.33,3.8,1.75,1.99,1.91,2,1,4,5,14,4,1.0,1.4,3.0,2.6
Bayern Munich,FC Koln,H,1.16,7.5,15.0,1.33,3.4,5,1,16,8,4,12,2.6,1.8,0.8,1.2
Dortmund,Bielefeld,H,1.18,7.0,15.0,1.4,3.0,3,0,9,9,5,8,1.6,1.2,1.2,1.0
Stuttgart,Schalke 04,H,1.45,4.5,6.5,1.57,2.37,5,1,7,6,4,9,1.2,1.2,0.6,0.6
Wolfsburg,Hertha,H,1.7,4.0,4.75,1.8,2.0,2,0,8,3,3,9,2.2,2.6,0.6,0.4
RB Leipzig,M'gladbach,H,1.6,4.2,5.25,1.66,2.2,3,2,5,4,7,6,2.0,2.0,1.8,1.4
Union Berlin,Hoffenheim,D,2.37,3.5,2.9,1.8,2.0,1,1,6,4,8,11,1.8,1.2,1.4,1.4
Mainz,Augsburg,A,2.0,3.6,3.6,2.01,1.89,0,1,4,7,4,7,1.2,1.0,0.8,1.2
Leverkusen,Freiburg,A,1.8,3.6,4.5,1.66,2.2,1,2,10,7,6,6,1.6,0.8,2.0,1.4
Schalke 04,Mainz,D,3.6,3.6,2.0,2.02,1.88,0,0,5,13,7,11,0.6,0.4,1.2,1.0
Ein Frankfurt,Stuttgart,D,1.95,3.75,3.75,1.44,2.75,1,1,12,4,8,11,3.0,2.0,1.6,1.2
Freiburg,RB Leipzig,A,5.0,4.0,1.66,1.66,2.2,0,3,11,5,11,5,2.0,1.4,2.4,2.0
Hertha,Augsburg,H,1.9,3.5,4.1,2.1,1.72,2,1,4,11,4,7,0.6,0.4,0.8,1.2
Hoffenheim,Wolfsburg,H,2.9,3.4,2.4,1.66,2.2,2,1,9,6,10,2,1.4,1.0,2.2,2.6
M'gladbach,Leverkusen,A,2.55,3.6,2.6,1.72,2.1,0,1,10,8,6,5,1.8,1.2,1.4,0.8
Bayern Munich,Dortmund,H,1.65,4.5,4.5,1.3,3.5,4,2,19,8,11,9,2.6,1.8,2.2,1.2
FC Koln,Werder Bremen,D,2.9,3.25,2.5,2.3,1.61,1,1,3,7,6,7,0.8,1.2,1.6,1.4
Bielefeld,Union Berlin,D,4.0,3.5,1.9,2.3,1.61,0,0,5,9,4,4,1.2,1.0,1.4,1.2
Bielefeld,Werder Bremen,A,3.3,3.3,2.2,2.3,1.61,0,2,5,8,6,8,1.4,1.0,1.6,1.0
Augsburg,M'gladbach,H,4.0,3.8,1.85,1.8,2.0,3,1,4,9,6,6,0.8,0.6,1.2,1.2
Mainz,Freiburg,H,2.55,3.5,2.62,1.9,1.9,1,0,4,7,6,7,1.2,1.2,1.4,1.4
Union Berlin,FC Koln,H,1.9,3.5,4.2,2.3,1.61,2,1,5,4,5,12,1.4,0.8,1.0,1.2
Werder Bremen,Bayern Munich,A,10.0,6.5,1.25,1.36,3.2,1,3,5,4,9,5,1.6,1.4,2.6,1.8
Wolfsburg,Schalke 04,H,1.33,5.25,9.0,1.66,2.2,5,0,8,2,3,12,2.2,2.4,0.2,0.4
Dortmund,Hertha,H,1.5,4.5,6.0,1.53,2.5,2,0,11,4,2,7,2.2,0.6,0.6,0.4
Leverkusen,Bielefeld,A,1.36,4.75,9.0,1.66,2.2,1,2,10,8,5,9,1.4,0.8,0.8,1.0
RB Leipzig,Ein Frankfurt,D,1.8,3.8,4.2,1.57,2.37,1,1,8,6,13,6,2.4,2.0,2.6,2.0
Stuttgart,Hoffenheim,H,2.45,3.6,2.7,1.44,2.75,2,0,10,5,7,11,1.6,0.8,2.0,1.0
Bielefeld,RB Leipzig,A,9.0,4.75,1.33,1.72,2.1,0,1,4,10,13,5,0.8,1.0,2.6,2.0
Bayern Munich,Stuttgart,H,1.2,7.0,11.0,1.22,4.33,4,0,18,8,5,11,2.6,2.4,2.2,0.8
