HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA,AHHY,AHR,AHAYY,AHAR,AAHHY,AAHR,AAAYY,AAAR,AHHG,AHAG,TAHG,TAAG,AAHG,AAAG,AHHG_AWAY,AHAG_AWAY,Last_Home_Yellow,Last_Home_Red,Last_Away_Yellow,Last_Away_Red
Union Berlin,Werder Bremen,H,2,1,11,10,5,2,4,3,3,5,0,0,2.05,3.4,3.8,2.0,1.9,6,4,5,3,2.0,0.8,1.0,2.0,1.6666666666666667,0.0,3.3333333333333335,0.6666666666666666,1.6666666666666667,0.0,2.6666666666666665,0.0,1.2,0.8,1.2,0.4,1.4,1.4,0.6,1.0,2.0,1.0,1.0,0.0
Wolfsburg,Augsburg,A,1,3,15,14,4,5,8,6,1,3,1,0,2.05,3.5,3.5,1.8,2.0,7,9,9,6,0.6,0.6,1.4,1.4,2.6666666666666665,0.0,2.0,0.3333333333333333,3.0,0.0,1.0,0.3333333333333333,1.4,1.8,1.4,0.8,1.4,1.4,1.2,1.8,3.0,1.0,1.0,0.0
Hoffenheim,Stuttgart,A,0,3,8,25,1,12,5,6,1,0,0,0,3.8,4.0,1.83,1.44,2.75,7,7,9,8,1.2,0.8,2.6,1.8,3.6666666666666665,0.6666666666666666,3.0,0.6666666666666666,1.0,0.0,3.0,0.3333333333333333,1.4,1.4,2.6,1.6,2.8,0.8,1.6,1.8,3.0,2.0,1.0,0.0
Freiburg,Leverkusen,A,2,3,9,18,3,7,2,8,1,0,0,0,6.0,4.33,1.53,1.73,2.1,9,10,10,3,1.2,0.6,2.6,3.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.0,2.3333333333333335,0.0,1.6666666666666667,0.0,1.8,2.0,2.4,1.2,2.2,0.2,0.6,2.0,7.0,0.0,1.0,0.0
Dortmund,Ein Frankfurt,H,3,1,16,8,6,6,8,3,1,2,0,0,1.62,4.2,5.0,1.5,2.63,11,8,8,8,1.4,2.2,2.2,1.6,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,2.0,0.0,2.6666666666666665,0.6666666666666666,2.2,1.6,0.4,1.8,1.8,1.0,1.6,1.6,2.0,1.0,2.0,0.0
Ein Frankfurt,Union Berlin,D,0,0,18,10,4,2,6,2,3,1,0,0,2.0,3.5,3.8,2.1,1.73,9,5,2,6,2.2,1.0,2.0,0.8,2.0,0.0,2.0,0.0,2.3333333333333335,0.0,3.3333333333333335,0.6666666666666666,1.8,1.0,2.2,1.6,1.2,1.0,1.2,0.4,2.0,0.0,3.0,0.0
Leverkusen,Hoffenheim,H,2,1,36,6,12,2,9,2,0,1,0,0,1.2,7.5,12.0,1.3,3.5,11,1,8,13,2.6,3.0,1.0,0.8,2.3333333333333335,0.0,1.0,0.0,3.0,0.6666666666666666,3.0,0.6666666666666666,2.2,0.2,1.0,2.4,0.8,1.4,2.6,1.6,0.0,0.0,1.0,0.0
M'gladbach,Freiburg,A,0,3,18,13,4,8,14,1,1,0,0,0,2.2,3.6,3.2,1.67,2.2,12,8,6,12,1.6,0.6,1.0,0.6,1.6666666666666667,0.0,3.0,0.0,0.6666666666666666,0.0,2.6666666666666665,0.0,2.4,1.6,1.4,0.6,2.2,2.6,2.4,1.2,3.0,0.0,1.0,0.0
RB Leipzig,Mainz,D,0,0,23,8,10,2,12,2,2,5,0,0,1.4,5.25,7.5,1.53,2.5,8,4,4,15,1.8,1.4,1.6,0.2,0.6666666666666666,0.0,2.3333333333333335,0.0,4.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.6,0.8,2.2,2.8,1.0,0.6,3.0,0.8,2.0,0.0,4.0,0.0
Werder Bremen,Wolfsburg,A,0,2,6,15,1,5,3,6,4,4,1,1,2.88,3.5,2.4,1.8,2.0,7,7,4,7,1.0,1.8,0.6,0.6,1.6666666666666667,0.0,3.3333333333333335,0.0,2.3333333333333335,0.3333333333333333,2.0,0.3333333333333333,1.4,1.4,0.8,1.0,1.4,2.0,1.4,0.8,5.0,0.0,1.0,1.0
Bayern Munich,Dortmund,A,0,2,16,11,3,5,7,4,0,0,0,0,1.4,5.75,6.0,1.25,4.0,14,4,9,2,2.4,1.4,2.0,2.2,1.3333333333333333,0.0,2.0,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,2.8,0.8,2.4,2.4,2.4,1.2,0.4,1.8,0.0,0.0,1.0,0.0
Augsburg,FC Koln,D,1,1,24,12,6,2,12,6,0,3,0,0,1.75,4.0,4.5,1.73,2.1,7,7,6,8,1.4,2.0,0.6,0.8,3.0,0.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.0,1.4,1.4,0.8,2.4,0.6,2.4,1.6,1.2,3.0,0.0,2.0,0.0
Stuttgart,Heidenheim,D,3,3,20,6,6,3,6,7,1,0,0,1,1.25,6.0,10.0,1.4,3.0,14,4,6,6,2.6,2.4,0.6,1.2,1.0,0.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.0,2.0,0.0,2.8,0.8,1.0,2.2,0.8,1.2,1.2,1.2,0.0,0.0,1.0,0.0
Bochum,Darmstadt,D,2,2,20,13,7,3,6,5,2,2,0,0,1.62,4.0,5.25,1.67,2.2,7,9,4,7,1.4,0.2,0.2,0.6,2.6666666666666665,0.3333333333333333,3.0,0.0,2.3333333333333335,0.0,4.0,0.0,1.4,1.8,3.0,0.8,1.0,3.4,1.4,0.8,3.0,0.0,1.0,0.0
Ein Frankfurt,Werder Bremen,D,1,1,19,10,5,7,9,0,3,2,1,1,1.75,3.8,4.5,1.73,2.1,7,4,5,4,1.8,1.0,0.8,1.8,2.3333333333333335,0.0,2.0,0.0,2.6666666666666665,0.3333333333333333,3.3333333333333335,0.0,1.4,0.8,2.2,1.6,1.2,1.6,0.8,1.0,3.0,0.0,4.0,1.0
FC Koln,Bochum,H,2,1,17,8,6,2,9,4,3,3,0,0,2.25,3.5,3.1,1.8,2.0,3,12,4,15,0.6,1.0,1.0,0.2,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.0,2.6666666666666665,0.3333333333333333,3.0,0.0,0.6,2.4,1.4,1.4,1.6,2.2,3.0,0.8,3.0,0.0,2.0,0.0
Freiburg,RB Leipzig,A,1,4,15,15,4,6,8,4,3,4,0,0,4.75,4.33,1.65,1.53,2.5,11,13,14,11,1.0,1.2,2.0,1.4,0.6666666666666666,0.0,2.6666666666666665,0.0,1.0,0.0,2.3333333333333335,0.0,2.2,2.6,1.8,1.4,1.6,0.6,2.2,2.8,0.0,0.0,2.0,0.0
Heidenheim,Bayern Munich,H,3,2,9,15,4,8,3,3,2,0,0,0,6.5,6.0,1.36,1.33,3.4,4,6,12,12,0.6,1.2,2.4,1.4,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,2.0,0.3333333333333333,0.8,1.2,1.6,1.6,2.8,1.0,2.4,2.4,0.0,1.0,0.0,0.0
Mainz,Darmstadt,H,4,0,18,14,9,2,5,1,2,3,0,0,1.4,5.0,7.5,1.67,2.2,5,3,3,6,1.6,0.2,0.2,0.6,4.0,0.3333333333333333,3.6666666666666665,0.3333333333333333,2.3333333333333335,0.0,3.0,0.0,1.0,0.6,2.8,0.6,1.0,3.4,1.2,0.6,5.0,0.0,2.0,0.0
Union Berlin,Leverkusen,A,0,1,8,19,1,8,7,10,3,2,1,0,5.75,4.33,1.55,1.84,2.06,6,5,12,5,2.0,1.0,2.6,3.0,2.3333333333333335,0.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.0,1.0,0.0,1.2,1.0,1.0,0.4,1.8,0.4,1.0,2.4,1.0,0.0,0.0,0.0
Dortmund,Stuttgart,A,0,1,14,10,7,2,8,3,2,4,0,0,2.25,4.0,2.8,1.4,3.0,12,6,11,5,2.0,2.2,2.2,2.4,1.6666666666666667,0.0,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,0.3333333333333333,2.4,1.2,0.4,1.4,2.8,1.4,1.0,2.2,0.0,0.0,1.0,0.0
Hoffenheim,Augsburg,H,3,1,17,14,6,7,11,6,3,1,0,0,2.2,4.0,2.9,1.44,2.75,4,7,12,4,1.0,0.8,1.6,2.0,3.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,0.8,1.4,2.4,1.8,1.6,1.4,0.8,2.4,1.0,0.0,0.0,0.0
Wolfsburg,M'gladbach,A,1,3,13,10,4,6,4,4,2,2,0,0,1.85,4.0,3.8,1.62,2.3,7,10,3,7,0.6,1.0,1.0,0.6,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,0.0,3.0,0.0,1.4,2.0,1.2,1.0,1.8,2.0,1.4,0.6,4.0,1.0,1.0,0.0
Augsburg,Union Berlin,H,2,0,12,17,4,4,5,4,1,1,0,0,2.1,3.4,3.4,2.0,1.93,8,7,2,5,1.6,1.4,1.4,1.0,1.3333333333333333,0.0,1.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.6,1.4,1.2,2.2,1.0,1.2,1.0,0.4,1.0,0.0,3.0,1.0
Bayern Munich,FC Koln,H,2,0,17,11,7,5,5,5,0,3,0,0,1.22,7.5,11.0,1.33,3.4,14,5,7,7,2.4,0.8,1.2,1.0,1.3333333333333333,0.0,0.6666666666666666,0.0,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.0,2.8,1.0,2.6,2.2,1.0,1.8,1.4,1.4,0.0,0.0,3.0,0.0
Bochum,Heidenheim,D,1,1,24,10,5,3,6,2,4,1,0,0,2.05,3.75,3.3,1.67,2.2,8,11,8,8,1.0,0.2,1.0,1.2,2.6666666666666665,0.3333333333333333,3.3333333333333335,0.0,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.6,2.2,2.6,1.0,1.2,1.4,1.6,1.6,3.0,0.0,2.0,0.0
Mainz,Hoffenheim,H,4,1,23,5,8,1,9,3,0,2,0,0,1.95,4.0,3.4,1.57,2.38,9,2,9,12,2.2,0.2,1.4,0.8,3.6666666666666665,0.3333333333333333,3.6666666666666665,0.3333333333333333,3.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.8,0.4,2.8,0.6,1.2,1.4,2.4,1.8,2.0,0.0,3.0,0.0
M'gladbach,Dortmund,A,1,2,16,12,5,4,2,4,1,4,0,1,3.25,4.0,2.0,1.4,3.0,9,10,7,2,1.0,1.0,1.8,2.2,2.0,0.0,2.0,0.0,1.6666666666666667,0.0,1.0,0.3333333333333333,1.8,2.0,1.6,1.2,2.2,1.2,0.4,1.4,2.0,0.0,2.0,0.0
RB Leipzig,Wolfsburg,H,3,0,15,10,6,3,6,4,2,4,0,0,1.36,5.0,8.0,1.44,2.75,8,3,5,6,2.0,2.0,0.4,1.0,1.0,0.0,2.6666666666666665,0.0,2.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.6,0.6,1.4,3.2,1.4,2.4,1.2,1.0,4.0,0.0,2.0,0.0
Stuttgart,Ein Frankfurt,H,3,0,9,10,6,3,4,5,1,3,0,0,1.53,4.5,5.5,1.57,2.38,14,7,8,11,2.2,3.0,1.4,1.0,1.0,0.0,2.0,0.0,2.6666666666666665,0.3333333333333333,2.0,0.0,2.8,1.4,0.8,2.4,1.4,1.0,2.2,1.6,4.0,0.0,3.0,1.0
Darmstadt,Freiburg,A,0,1,16,9,4,3,2,2,0,1,0,0,4.0,3.8,1.83,1.62,2.3,5,17,7,9,0.2,0.6,0.4,1.2,2.3333333333333335,0.0,2.6666666666666665,0.0,1.6666666666666667,0.0,2.6666666666666665,0.0,1.0,3.4,1.8,0.6,1.8,3.0,1.8,1.4,3.0,0.0,3.0,0.0
Leverkusen,Werder Bremen,H,5,0,19,7,10,3,7,0,2,1,0,0,1.2,7.0,13.0,1.44,2.75,9,2,5,5,2.6,3.0,0.8,1.4,1.3333333333333333,0.0,1.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.8,0.4,0.6,2.0,1.2,1.6,1.0,1.0,2.0,0.0,2.0,1.0
Ein Frankfurt,Augsburg,H,3,1,12,6,7,1,6,5,3,3,0,0,2.0,3.75,3.5,1.67,2.2,7,5,11,6,1.4,0.8,2.2,1.4,2.6666666666666665,0.3333333333333333,3.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,1.4,1.0,2.4,1.2,1.6,0.8,1.2,2.2,3.0,0.0,1.0,0.0
FC Koln,Darmstadt,A,0,2,18,12,4,6,4,3,0,1,0,0,1.5,4.75,5.75,1.62,2.3,5,9,3,9,1.2,0.8,0.0,0.6,2.3333333333333335,0.3333333333333333,3.3333333333333335,0.0,1.0,0.0,2.6666666666666665,0.0,1.0,1.8,1.6,1.2,0.6,3.2,1.8,0.6,3.0,0.0,0.0,0.0
Heidenheim,RB Leipzig,A,1,2,9,11,5,4,2,6,3,1,0,0,5.75,5.25,1.45,1.44,2.75,6,7,16,7,1.0,1.2,2.6,2.0,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,2.6666666666666665,0.0,1.2,1.4,1.6,1.6,1.8,0.0,1.4,3.2,1.0,0.0,2.0,0.0
Hoffenheim,M'gladbach,H,4,3,27,13,9,7,6,5,1,3,0,0,2.1,4.0,3.1,1.44,2.75,6,7,6,8,1.4,0.8,1.0,1.0,3.0,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.0,2.0,0.0,1.2,1.4,2.6,1.6,1.8,2.0,1.6,1.2,2.0,0.0,1.0,0.0
